Web,Código,Descripción,Precio,Relación,Medida,Código Companía,Companía,Existencia,Loc : Habilitado,Loc : Autorizado,CodigoProducto,Producto,Peligrosidad,ONU,Cant Pallet,CodigoTipo,Subtipo,CodigoRubro,Tipo,Rubro,Descrip.Facturacion,Ferti Bolsa Granel,DivDepo,Densidad
1,2552,ACEITE EJE/TRANS AXLE GL-5 80W-90 (205 L,0,1,Lts.,108,PAN AMERICAN ENERGY,0,1,1,810,ACEITES P EJES/TRANSMISIONES,0,0,0,67,ACEITES LUBRICANTES,10,LUBRICANTES,LUBRICANTES,Aceite Axle,,Sem;Fert;SB,1
1,2553,MAIZ RFG1 RR SPC (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,779,MAIZ RFG1 DS,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,2554,MAIZ RFG22 ENLIST R17 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,808,MAIZ RFG 22 ENLIST,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,2555,SOJA CZ 3.45 STS (Bolsa x 40 kgs),0,1,Bls.,4,BASF ARGENTINA S.A.,0,1,0,235,SOJA GRUPO 3,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,SOJA,,Sem;Fert;SB,40
1,2556,"SORGO GRANIFERO 2,85 BMR (Bls. x 20 Kgs)",0,1,Bls.,29,GENTOS S.A.,0,1,0,228,SORGOS GRANIFEROS,0,0,0,29,SORGO GRANIFERO,3,HIBRIDOS SORGO,SEMILLAS,SORGO,,Sem;Fert;SB,20
1,2557,GIRASOL NTO 3.6 CP G1 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,560,GIRASOL NTO 1,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,2558,GIRASOL NTO 3.6 CP G2 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,561,GIRASOL NTO 2,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,2559,GIRASOL NTO 3.6 CP G3 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,563,GIRASOL NTO 3,0,0,0,28,GIRASOL OLEICO,3,HIBRIDOS GIRASOL OLEICO,SEMILLAS,Girasol,,Sem;Fert;SB,20
1,2560,MEZCLA 2-26-0-10 S (Bolsa x 25kgs),0,0.025,Tn.,61,BUNGE ARGENTINA S.A.,0,1,0,461,MEZCLA N-P-S,0,0,0,58,SOLIDO BOLSA,2,FOSFORADO,FERTILIZANTES,MEZCLA,,Sem;Fert;SB,1000
1,2561,MEZCLA 4-32-0-7 S (Bolsa x 25Kgs),0,0.025,Tn.,61,BUNGE ARGENTINA S.A.,0,1,0,461,MEZCLA N-P-S,0,0,0,58,SOLIDO BOLSA,2,FOSFORADO,FERTILIZANTES,MEZCLA,,Sem;Fert;SB,1000
1,2562,"MEZCLA 11-43-9,6 S- 0,6 ZN (Bolsa x 25Kg",0,0.025,Tn.,61,BUNGE ARGENTINA S.A.,0,1,0,461,MEZCLA N-P-S,0,0,0,58,SOLIDO BOLSA,2,FOSFORADO,FERTILIZANTES,MEZCLA,,Sem;Fert;SB,1000
1,2563,ACEITE EJE/TRANS UNIV TRACT FLUID (20LT),0,20,Lts.,108,PAN AMERICAN ENERGY,0,1,0,810,ACEITES P EJES/TRANSMISIONES,0,0,0,67,ACEITES LUBRICANTES,10,LUBRICANTES,LUBRICANTES,Aceite Univ,,Sem;Fert;SB,1
1,2564,SOJA DM 49R19 STS (Big Bag x 700 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,257,SOJA GRUPO 4,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,Soja,,Sem;Fert;SB,700
1,2565,BALANCEADO STARTER (Bolsa x 25Kgs),0,0.025,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,801,DESTETE PRECOZ,0,0,0,62,BOLSA,8,BALANCEADOS,NUTRICION ANIMAL,Balanceado,,Sem;Fert;SB,1000
1,2566,PANZER GOLD - B.Verde (IBC x 1.000 lts),0,1000,Lts.,105,CORTEVA,0,1,0,65,GLIFOSATO,5,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,Panzer,,Ag;Co;TS;Va,1.23
1,2567,SOJA DM 4612 (Big Bag x 700 kgs),0,1,Unid.,18,ASOCIADOS DON MARIO S.A.,0,1,0,257,SOJA GRUPO 4,0,0,0,30,SOJAS,3,AUTOGAMAS SOJA,SEMILLAS,Soja,,Sem;Fert;SB,700
1,2568,MAYORAL (Bidon 5 lts),0,5,Lts.,37,ADAMA ARGENTINA S.A.,0,1,0,69,IMAZAPIC IMAZAPYR,0,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,Mayoral,,Ag;Co;TS;Va,1
1,2569,PICLORAN NOVA - B.Verde (Bidon 5 lts),0,5,Lts.,35,NOVA S.A.,0,1,0,83,PICLORAM,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,Picloran,,Ag;Co;TS;Va,1.1
1,2570,PASO 24 (Bidon 5 lts),0,5,Lts.,37,ADAMA ARGENTINA S.A.,0,1,0,83,PICLORAM,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,Paso,,Ag;Co;TS;Va,1.1
1,2571,PREMEZCLA 3% FORM. ESPECIAL PELLET (Gran,0,1,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,774,PREMEZCLAS,0,0,0,64,BOLSA,8,PREMEZCLAS,NUTRICION ANIMAL,Premezcla,Granel,Sem;Fert;SB,1000
1,2572,VITAGROW (Sobre x 1 Kg),0,1,Kgs.,46,RIZOBACTER ARGENTINA S.A.,0,1,0,167,FERTILIZANTE FOLIAR,0,0,0,25,COADYUVANTE ACTIVADOR,7,COADY. FERTILIZANTES,COADYUVANTES,Vitagrow,,Ag;Co;TS;Va,1
1,2573,CLETODIM RURALCO - B.Azul (Bidon x 20 lt,0,20,Lts.,81,RURALCO,0,1,0,51,CLETODIM,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,Cletodim,,Ag;Co;TS;Va,1.02
1,2574,BALANCEADO LECHERA 16% (GRANEL),0,1,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,823,LECHERA 16%,0,0,0,62,GRANEL,8,BALANCEADOS,NUTRICION ANIMAL,Balanceado,Granel,Sem;Fert;SB,1000
1,2575,LACTOFEN MILLION (Bidon 5 lts),0,5,Lts.,112,AGROFINA,0,1,0,299,LACTOFEN,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,Lactofen,,Ag;Co;TS;Va,1
1,2576,VESTICOR - B.Verde (Bidon x 1 lt),0,1,Lts.,81,RURALCO,0,1,0,696,CLORANTRANILIPROLE,0,0,0,6,PIRETROIDES,1,INSECTICIDAS,AGROQUIMICOS,Vesticor,,Ag;Co;TS;Va,1
1,2577,ALFALFA WL 828 Pelleteada C/Cruiser 25 K,0,25,Kgs.,14,AGVANCE S.A.,0,1,0,261,ALFALFA GRUPO 8-9-10,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa,,Sem;Fert;SB,1
1,2578,RIZO OIL M (Bidon x 15 lts),0,15,Lts.,46,RIZOBACTER ARGENTINA S.A.,0,1,0,158,ACEITE VEGETAL,0,0,0,24,COADYUVANTE ACTIVADOR,7,COADYUVANTES,COADYUVANTES,0,,Ag;Co;TS;Va,1
1,2579,"GIBERELAC SL (Frasco x 0,1 lts)",0,0.1,Lts.,86,GLEBA SA,0,1,0,824,GIBERELINA 10%,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,GIBERELAC,,Ag;Co;TS;Va,1
1,2580,CEBADILLA HALCON (Bolsa x 25Kgs),0,25,Kgs.,29,GENTOS S.A.,0,1,0,242,CEBADILLA,0,0,0,1,CEBADILLAS,3,FORRAJERA,SEMILLAS,0,,Sem;Fert;SB,1
1,2581,CEBADILLA JERONIMO (Bolsa x 25Kgs),0,25,Kgs.,29,GENTOS S.A.,0,1,0,242,CEBADILLA,0,0,0,1,CEBADILLAS,3,FORRAJERA,SEMILLAS,0,,Sem;Fert;SB,1
1,2582,CEBADILLA TANGO (Bolsa x 25Kgs),0,25,Kgs.,29,GENTOS S.A.,0,1,0,242,CEBADILLA,0,0,0,1,CEBADILLAS,3,FORRAJERA,SEMILLAS,CEBADILLA,,Sem;Fert;SB,1
1,2583,ACEITE EJE/TRANS MANUAL EP 80W (20L),0,20,Lts.,108,PAN AMERICAN ENERGY,0,1,0,810,ACEITES P EJES/TRANSMISIONES,0,0,0,67,ACEITES LUBRICANTES,10,LUBRICANTES,LUBRICANTES,0,,Sem;Fert;SB,1
1,2584,ACEITE EJE/TRANS MANUAL EP 80 (205 L),0,205,Lts.,108,PAN AMERICAN ENERGY,0,1,0,810,ACEITES P EJES/TRANSMISIONES,0,0,0,67,ACEITES LUBRICANTES,10,LUBRICANTES,LUBRICANTES,ACEITE,,Sem;Fert;SB,1
1,2585,VICIA VILLOSA NITRO MAX (Bolsa x 25kgs),0,25,Kgs.,29,GENTOS S.A.,0,1,0,697,VICIA,0,0,0,1,VICIA,3,FORRAJERA,SEMILLAS,0,,Sem;Fert;SB,1
1,2586,BALANCEADO RECRIA (Bls. x 25 Kgs),0,0.025,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,825,BALANCEADO RECRIA,0,0,0,62,BOLSA,8,BALANCEADOS,NUTRICION ANIMAL,0,,Sem;Fert;SB,1000
1,2587,BALANCEADO RECRIA (Granel),0,1,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,826,BALANCEADO RECRIA,0,0,0,62,GRANEL,8,BALANCEADOS,NUTRICION ANIMAL,0,Granel,Sem;Fert;SB,1000
1,2588,BALANCEADO DESTETE PRECOZ (Granel),0,1,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,827,DESTETE PRECOZ,0,0,0,62,GRANEL,8,BALANCEADOS,NUTRICION ANIMAL,0,Granel,Sem;Fert;SB,1000
1,2589,RILEGUM TOP (Vejiga x 2 lts),0,1,Unid.,46,RIZOBACTER ARGENTINA S.A.,0,1,0,396,INOCULANTE,0,0,0,19,INOCULANTES,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,0,,Ag;Co;TS;Va,5
1,2590,GIBERELAC SL (Bidon 1 lts),0,1,Lts.,86,GLEBA SA,0,1,0,824,GIBERELINA 10%,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,0,,Ag;Co;TS;Va,1
1,2591,TACHO IBC 1000 Lts.,0,1,Unid.,105,CORTEVA,0,1,0,828,TACHOS IBC,0,0,0,37,INSUMOS OPERATIVOS,4,INSUMOS USO INTERNO,VARIOS,0,,Ag;Co;TS;Va,30
1,2592,BOMBA + CAUDALIMETRO CORTEVA,0,1,Unid.,105,CORTEVA,0,1,0,829,BOMBA + CAUDALIMETRO,0,0,0,37,INSUMOS OPERATIVOS,4,INSUMOS USO INTERNO,VARIOS,0,,Ag;Co;TS;Va,1
1,2593,BALANCEADO LECHERA 16% SIN SALES (Granel,0,1,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,823,LECHERA 16%,0,0,0,62,GRANEL,8,BALANCEADOS,NUTRICION ANIMAL,0,Granel,Sem;Fert;SB,1000
1,2594,ALFALFA L 820 PELLET (Bolsa x 25Kgs),0,25,Kgs.,29,GENTOS S.A.,0,1,0,261,ALFALFA GRUPO 8-9-10,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa,,Sem;Fert;SB,1
1,2595,MAIZ NEXT 22.6 PW ENLIST SC17 (Bolsa 80.,0,1,Bls.,105,CORTEVA,0,1,0,761,MAIZ NEXT 22.6 PW ENLIST,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2596,MAIZ RFG22 RRE C19 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,796,MAIZ RFG22 RR,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,MAIZ,,Sem;Fert;SB,18
1,2597,MAIZ NEXT 22.6 PW ENLIST R16 (Bolsa 80.0,0,1,Bls.,105,CORTEVA,0,1,0,761,MAIZ NEXT 22.6 PW ENLIST,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,-,,Sem;Fert;SB,18
1,2598,MAIZ M 510 PWU SPR (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,830,MAIZ M 510 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2599,MAIZ M 510 PWU SPC (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,830,MAIZ M 510 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2600,ABAMECTINA MECTINA FORTE 1.8% X 5 LTS.,0,5,Lts.,113,RED SURCOS,0,1,0,91,ABAMECTINA,0,0,0,6,BIOLOGICOS,1,INSECTICIDAS,AGROQUIMICOS,0,,Ag;Co;TS;Va,1
1,2601,ABAMECTINA OLIMPO 1.8% X 5 LTS,0,5,Lts.,114,CHEMOTECNICA,0,1,0,91,ABAMECTINA,0,0,0,6,BIOLOGICOS,1,INSECTICIDAS,AGROQUIMICOS,0,,Ag;Co;TS;Va,1
1,2602,IMIDA 35 (Caja 12 x 1Lts),0,1,Lts.,102,SIGMA AGRO S.A.,0,1,0,793,IMIDACLOPRID,0,0,0,19,INSECTICIDAS,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,0,,Ag;Co;TS;Va,1
1,2603,MAIZ BRV 8380 PWU SPC,0,1,Bls.,105,CORTEVA,0,1,0,831,MAIZ BRV 8380 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2604,MAIZ BRV 8380 PWU C18,0,1,Bls.,105,CORTEVA,0,1,0,831,MAIZ BRV 8380 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2605,PREMEZCLA 4% RUMENSIN TER C/UREA PELLET,0,1,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,777,PREMEZCLAS,0,0,0,64,GRANEL,8,PREMEZCLAS,NUTRICION ANIMAL,PREMEZCLA,Granel,Sem;Fert;SB,1000
1,2606,DAP COFCO (Granel),0,1,Tn.,41,COFCO INTERNATIONAL ARG SA,0,1,0,467,DAP,0,0,0,58,SOLIDO GRANEL,2,FOSFORADO,FERTILIZANTES,DAP,Granel,Sem;Fert;SB,1000
1,2607,ACEITE MOTOR CRB MULTI CI-4 15W40 (205 L,0,205,Lts.,108,PAN AMERICAN ENERGY,0,1,0,809,ACEITES P MOTORES DIESEL,0,0,0,67,ACEITES LUBRICANTES,10,LUBRICANTES,LUBRICANTES,ACEITE MOTOR,,Sem;Fert;SB,1
1,2608,ACEITE MOTOR CRB MULTI CI-4 15W40 (20 L),0,20,Lts.,108,PAN AMERICAN ENERGY,0,1,0,809,ACEITES P MOTORES DIESEL,0,0,0,67,ACEITES LUBRICANTES,10,LUBRICANTES,LUBRICANTES,ACEITE MOTOR,,Sem;Fert;SB,1
1,2609,DICAMBA SIGMA - B.Azul (Bidon x 10 lts),0,10,Lts.,102,SIGMA AGRO S.A.,0,1,0,54,DICAMBA,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,DICAMBA,,Ag;Co;TS;Va,1.57
1,2610,RYE GRASS ANUAL BOLT (Bolsa x 25Kgs),0,25,Kgs.,29,GENTOS S.A.,0,1,0,246,RYE GRASS ANUAL,0,0,0,1,RYE GRASS,3,FORRAJERA,SEMILLAS,RYE GRASS,,Sem;Fert;SB,1
1,2611,"2,4 DB BENDER ADAMA (Bidon x 20 lts)",0,20,Lts.,37,ADAMA ARGENTINA S.A.,0,1,0,42,"2,4 DB",0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,"2,4 DB",,Ag;Co;TS;Va,1.14
1,2612,MAIZ BRV 8380 PWU R18,0,1,Bls.,105,CORTEVA,0,1,0,831,MAIZ BRV 8380 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,MAIZ,,Sem;Fert;SB,18
1,2613,BALANCEADO LECHERA PREPARTO ANIONICO (Gr,0,1,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,823,LECHERA 16%,0,0,0,62,GRANEL,8,BALANCEADOS,NUTRICION ANIMAL,Balanceado,Granel,Sem;Fert;SB,1000
1,2614,AGROPIRO SOFT (Bolsa x 20 Kgs),0,20,Kgs.,29,GENTOS S.A.,0,1,0,241,AGROPIRO,0,0,0,1,AGROPIRO,3,FORRAJERA,SEMILLAS,AGROPIRO,,Sem;Fert;SB,1
1,2615,MAIZ RFG22 RRE R17 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,0,0,796,MAIZ RFG22 RR,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,MAIZ,,Sem;Fert;SB,18
1,2616,MAIZ RFG22 RRE R19 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,0,0,796,MAIZ RFG22 RR,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,MAIZ,,Sem;Fert;SB,18
1,2617,MAIZ RFG22 RRE C17 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,0,0,796,MAIZ RFG22 RR,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,MAIZ,,Sem;Fert;SB,18
1,2618,MAIZ M 510 PWU R20 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,830,MAIZ M 510 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,MAIZ,,Sem;Fert;SB,18
1,2619,MAIZ M 510 PWU C16 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,830,MAIZ M 510 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,MAIZ,,Sem;Fert;SB,18
1,2620,MAIZ M 507 PWU SPC (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,758,MAIZ M 507 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2621,MAIZ BRV 8380 PWU C17,0,1,Bls.,105,CORTEVA,0,1,0,831,MAIZ BRV 8380 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2622,MAIZ BRV 8380 PWU C19,0,1,Bls.,105,CORTEVA,0,1,0,831,MAIZ BRV 8380 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2623,MAIZ BRV 8472 PWU C16,0,1,Bls.,105,CORTEVA,0,1,0,832,MAIZ BRV 8472 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2624,MAIZ RFG1 RR R20 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,779,MAIZ RFG1 DS,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2625,MAIZ M 510 PWU C20 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,830,MAIZ M 510 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,0,,Sem;Fert;SB,18
1,2626,MILENIAL SC (Bidon 5 lts),0,5,Lts.,2,ATANOR S.A.C.,0,1,0,89,SULFENTRAZONE,0,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,Fitosanitario,,Ag;Co;TS;Va,1
1,2627,CLORPIRIFOS PYRINEX - B.Amaril (x20 lts),0,20,Lts.,37,ADAMA ARGENTINA S.A.,0,1,0,95,CLORPIRIFOS,0,0,0,6,ORGANOFOSFORADOS,1,INSECTICIDAS,AGROQUIMICOS,Clorpirifos,,Ag;Co;TS;Va,1
1,2628,MAIZ TOB 737 RR CL (B1),0,1,Bls.,51,TOBIN S.R.L.,0,1,0,833,MAIZ TOB 737,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,Maiz,,Sem;Fert;SB,18
1,2629,GIRASOL MG 360 G1 (Bolsa x 150000 sem,0,1,Bls.,105,CORTEVA,0,1,0,687,GIRASOL MG 360 CP,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Semilla,,Sem;Fert;SB,20
1,2630,GIRASOL MG 360 CP G2 (Bolsa x 150000 sem,0,1,Bls.,105,CORTEVA,0,1,0,687,GIRASOL MG 360 CP,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Semilla,,Sem;Fert;SB,20
1,2631,GIRASOL MG 360 CP G3 (Bolsa x 150000 sem,0,1,Bls.,105,CORTEVA,0,1,0,687,GIRASOL MG 360 CP,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Semilla,,Sem;Fert;SB,20
1,2632,GIRASOL MG 360  G3E (Bolsa x 150000 se,0,1,Bls.,105,CORTEVA,0,1,0,558,GIRASOL MG 360,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Semilla,,Sem;Fert;SB,20
1,2633,MAIZ BRV 8472 PWU C17 (Bolsa 80.000 sem),0,1,Bls.,105,CORTEVA,0,1,0,832,MAIZ BRV 8472 PWU,0,0,0,26,MAIZ,3,HIBRIDO MAIZ,SEMILLAS,maiz brevant,,Sem;Fert;SB,18
1,2634,ALFALFA CARABELA Pelleteada (Bolsa x 25K,0,25,Kgs.,24,DESAB S.A.,0,1,0,215,ALFALFA GRUPO 5-6-7,0,0,0,1,ALFALFAS,3,FORRAJERA,SEMILLAS,Alfalfa Carabela,,Sem;Fert;SB,1
1,2635,POWER MAX SG (Bolsa x 15 Kgs),0,15,Kgs.,2,ATANOR S.A.C.,0,1,0,65,GLIFOSATO,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,Glifo Granulado,,Ag;Co;TS;Va,1
1,2636,METSULFURON METIL 60WG INSUAGRO x 50 Grs,0,0.05,Kgs.,109,INSUAGRO SA,0,1,0,78,METSULFURON METIL,0,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,Metsulfuron,,Ag;Co;TS;Va,1
1,2637,CLETODIM 24  DA - B.Azul (Bidon 5 lts),0,5,Lts.,115,AGROINSUMOS BYL SA,0,1,0,51,CLETODIM,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,Cletodim,,Ag;Co;TS;Va,1.02
1,2638,PARAQUAT DA -B.Azul (Bidon x 20 lts),0,20,Lts.,115,AGROINSUMOS BYL SA,0,1,0,80,PARAQUAT,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,Paraquat,,Ag;Co;TS;Va,1
1,2639,SIPCAPRIM MAX INSUAGRO (Bidon x 20 lts),0,20,Lts.,115,AGROINSUMOS BYL SA,0,1,0,86,PROMETRINA,0,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,Prometrina,,Ag;Co;TS;Va,1
1,2640,S-METOLACLOR STRIM DA (Bidon x 20 lts),0,20,Lts.,100,UPL ARGENTINA S.A.,0,1,0,88,S-METOLACLORO,0,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,S Metolaclor,,Ag;Co;TS;Va,1
1,2641,DARREN 48% (Bidon 5 lts),0,5,Lts.,115,AGROINSUMOS BYL SA,0,1,0,60,FLUMIOXAZIN,0,0,0,5,AL SUELO,1,HERBICIDAS,AGROQUIMICOS,Flumioxazin,,Ag;Co;TS;Va,1
1,2642,BIFENTRIN DA - B.Amarilla (Bidon 5 lts),0,5,Lts.,115,AGROINSUMOS BYL SA,0,1,0,106,BIFENTRIN,0,0,0,6,PIRETROIDES,1,INSECTICIDAS,AGROQUIMICOS,Bifentrin,,Ag;Co;TS;Va,1
1,2643,PICLORAN 24 DA - B.Verde (Bidon 5 lts),0,5,Lts.,115,AGROINSUMOS BYL SA,0,1,0,83,PICLORAM,0,0,0,5,AL FOLLAJE,1,HERBICIDAS,AGROQUIMICOS,Picloran,,Ag;Co;TS;Va,1.1
1,2644,TRIGO SAUCE (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,702,TRIGO DON MARIO,0,0,0,35,CICLO INTERMEDIO,3,AUTOGAMAS TRIGO,SEMILLAS,Trigo Sauce,,Sem;Fert;SB,40
1,2645,TRIGO SAUCE Curado DX(Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,702,TRIGO DON MARIO,0,0,0,35,CICLO INTERMEDIO,3,AUTOGAMAS TRIGO,SEMILLAS,Trigo Sauce,,Sem;Fert;SB,40
1,2646,BALANCEADO INICIADOR  21% (Granel),0,1,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,836,LECHERA INICIADOR 21%,0,0,0,62,GRANEL,8,BALANCEADOS,NUTRICION ANIMAL,Balanceado Lechera Inic 21%,Granel,Sem;Fert;SB,1000
1,2647,BALANCEADO INICIADOR 21% (Bolsa x 25Kgs),0,0.025,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,835,LECHERA INICIADOR 21%,0,0,0,62,BOLSA,8,BALANCEADOS,NUTRICION ANIMAL,Balanceado Lechera Inic. 21%,,Sem;Fert;SB,1000
1,2648,CONCENTRADO PROTEICO TORO CABAñA   Bolsa,0,0.025,Tn.,104,EDP AGROINDUSTRIAL SA,0,1,0,837,CONCENTRADO PROTEICO,0,0,0,63,BOLSA,8,CONCENTRADOS,NUTRICION ANIMAL,Concentrado Proteico Toro Cabaña,,Sem;Fert;SB,1000
1,2649,TRIGO SAUCE Curado VG (Bolsa x 40 kgs),0,1,Bls.,18,ASOCIADOS DON MARIO S.A.,0,1,0,702,TRIGO DON MARIO,0,0,0,35,CICLO INTERMEDIO,3,AUTOGAMAS TRIGO,SEMILLAS,Trigo Sauce,,Sem;Fert;SB,40
1,2650,GIRASOL MG 360 G3 (Bolsa x 150000 sem),0,1,Bls.,105,CORTEVA,0,1,0,558,GIRASOL MG 360,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol MG 360,,Sem;Fert;SB,20
1,2651,PARAISO 1600 CL G2 (B1) Bolsa x 180000,0,1,Bls.,41,COFCO INTERNATIONAL ARG SA,0,1,0,820,PARAISO 1600 CL,0,0,0,27,GIRASOL,3,HIBRIDOS GIRASOL LINOLEICO,SEMILLAS,Girasol Paraiso 1600 cl,,Sem;Fert;SB,20
1,2652,TREGUA (Bidon 5 lts),0,5,Lts.,35,NOVA S.A.,0,1,0,135,CURASEMILLAS,0,0,0,19,CURASEMILLAS,6,TERAPICO SEMILLAS,TRATAMIENTO DE SEMILLAS,Tregua,,Ag;Co;TS;Va,1.1
